image_path,label,label_name,set_type
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease579.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image461.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut057.jpg,8,smut,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease283.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease444.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease044.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf067.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image212.jpg,3,Grassy shoot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut243.jpg,8,smut,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image580.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1618.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease553.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot376.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1578.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf330.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1544.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image135.jpg,2,BrownRust,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image529.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot380.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng171.jpg,4,Pokkah Boeng,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image251.jpg,3,Grassy shoot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image426.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf410.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut273.jpg,8,smut,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image265.jpg,3,Grassy shoot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng074.jpg,4,Pokkah Boeng,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image343.jpg,3,Grassy shoot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot190.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image248.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng101.jpg,4,Pokkah Boeng,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf031.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf519.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease516.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image161.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image502.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image021.jpg,2,BrownRust,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease287.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease138.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng109.jpg,4,Pokkah Boeng,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot456.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot498.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot009.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease247.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf114.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image185.jpg,2,BrownRust,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image244.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut148.jpg,8,smut,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf181.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1192.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf929.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image119.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf315.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut040.jpg,8,smut,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image047.jpg,2,BrownRust,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf511.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image075.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease536.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng259.jpg,4,Pokkah Boeng,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf109.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image715.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf1132.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image281.jpg,3,Grassy shoot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease583.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image033.jpg,2,BrownRust,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image311.jpg,2,BrownRust,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image420.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot043.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut010.jpg,8,smut,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot492.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut129.jpg,8,smut,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease365.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image344.jpg,3,Grassy shoot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng268.jpg,4,Pokkah Boeng,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image974.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image083.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng260.jpg,4,Pokkah Boeng,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image227.jpg,2,BrownRust,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1457.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut136.jpg,8,smut,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1496.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf1080.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1421.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1025.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image387.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1561.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot120.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease008.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image082.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf271.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image130.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf685.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image341.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1365.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image148.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot042.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image647.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1687.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1218.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf241.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image513.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image025.jpg,2,BrownRust,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf981.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image264.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf023.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image394.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image179.jpg,2,BrownRust,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image262.jpg,2,BrownRust,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot344.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot167.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image734.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1168.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut107.jpg,8,smut,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image134.jpg,2,BrownRust,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image007.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot131.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot320.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image309.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot479.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot472.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot153.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot555.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf586.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1291.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image354.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image191.jpg,2,BrownRust,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease103.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease538.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease395.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut292.jpg,8,smut,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng130.jpg,4,Pokkah Boeng,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image107.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease079.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image863.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1596.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf448.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease508.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image428.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image142.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image211.jpg,3,Grassy shoot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image356.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1019.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image188.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1082.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf515.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease073.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease470.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image316.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf155.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf078.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf759.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf061.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image400.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image801.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut255.jpg,8,smut,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image882.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1692.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease443.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image310.jpg,2,BrownRust,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf601.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf878.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot047.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot084.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot541.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng125.jpg,4,Pokkah Boeng,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease601.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image079.jpg,2,BrownRust,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image285.jpg,2,BrownRust,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1289.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot186.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng040.jpg,4,Pokkah Boeng,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image246.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot513.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image291.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf1046.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease262.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot333.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease223.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf700.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot619.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf029.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf890.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf507.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image500.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf717.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease228.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut015.jpg,8,smut,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image168.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image299.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image297.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image954.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image627.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image254.jpg,2,BrownRust,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf877.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease281.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot382.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image232.jpg,3,Grassy shoot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image418.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image213.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1323.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image397.jpg,0,Banded Chlorosis,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease107.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease137.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng019.jpg,4,Pokkah Boeng,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image137.jpg,2,BrownRust,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image208.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot331.jpg,5,Sett Rot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image800.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease009.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1392.jpg,1,Brown Spot,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf141.jpg,7,Yellow Leaf,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease461.jpg,6,Viral Disease,train
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf184.jpg,7,Yellow Leaf,train
